r_(Angstroms),rho/rho_uniforme
0.000000,0.000000
0.009929,0.000000
0.019858,0.000000
0.029787,0.000000
0.039716,0.000000
0.049645,0.000000
0.059574,0.000000
0.069504,0.000000
0.079433,0.000000
0.089362,0.000000
0.099291,0.000000
0.109220,0.000000
0.119149,0.000000
0.129078,0.000000
0.139007,0.000000
0.148936,0.000000
0.158865,0.000000
0.168794,0.000000
0.178723,0.000000
0.188652,0.000000
0.198582,0.000000
0.208511,0.000000
0.218440,0.000000
0.228369,0.000000
0.238298,0.000000
0.248227,0.000000
0.258156,0.000000
0.268085,0.000000
0.278014,0.000000
0.287943,0.000000
0.297872,0.000000
0.307801,0.000000
0.317730,0.000000
0.327660,0.000000
0.337589,0.000000
0.347518,0.000000
0.357447,0.000000
0.367376,0.000000
0.377305,0.000000
0.387234,0.000000
0.397163,0.000000
0.407092,0.000000
0.417021,0.000000
0.426950,0.000000
0.436879,0.000000
0.446809,0.000000
0.456738,0.000000
0.466667,0.000000
0.476596,0.000000
0.486525,0.000000
0.496454,0.000000
0.506383,0.000000
0.516312,0.000000
0.526241,0.000000
0.536170,0.000000
0.546099,0.000000
0.556028,0.000000
0.565957,0.000000
0.575887,0.000000
0.585816,0.000000
0.595745,0.000000
0.605674,0.000000
0.615603,0.000000
0.625532,0.000000
0.635461,0.000000
0.645390,0.000000
0.655319,0.000000
0.665248,0.000000
0.675177,0.000000
0.685106,0.000000
0.695035,0.000000
0.704965,0.000000
0.714894,0.000000
0.724823,0.000000
0.734752,0.000000
0.744681,0.000000
0.754610,0.000000
0.764539,0.000000
0.774468,0.000000
0.784397,0.000000
0.794326,0.000000
0.804255,0.000000
0.814184,0.000000
0.824113,0.000000
0.834043,0.000000
0.843972,0.000000
0.853901,0.000000
0.863830,0.000000
0.873759,0.000000
0.883688,0.000000
0.893617,0.000000
0.903546,0.000000
0.913475,0.000000
0.923404,0.000000
0.933333,0.000000
0.943262,0.000000
0.953191,0.000000
0.963121,0.000000
0.973050,0.000000
0.982979,0.000000
0.992908,0.000000
1.002837,0.000000
1.012766,0.000000
1.022695,0.000000
1.032624,0.000000
1.042553,0.000000
1.052482,0.000000
1.062411,0.000000
1.072340,0.000000
1.082270,0.000000
1.092199,0.000000
1.102128,0.000000
1.112057,0.000000
1.121986,0.000000
1.131915,0.000000
1.141844,0.000000
1.151773,0.000000
1.161702,0.000000
1.171631,0.000000
1.181560,0.000000
1.191489,0.000000
1.201418,0.000000
1.211348,0.000000
1.221277,0.000000
1.231206,0.000000
1.241135,0.000000
1.251064,0.000000
1.260993,0.000000
1.270922,0.000000
1.280851,0.000000
1.290780,0.000000
1.300709,0.000000
1.310638,0.000000
1.320567,0.000000
1.330496,0.000000
1.340426,0.000000
1.350355,0.000000
1.360284,0.000000
1.370213,0.000000
1.380142,0.000000
1.390071,0.000000
1.400000,0.000000
1.409929,0.000000
1.419858,0.000000
1.429787,0.000000
1.439716,0.000000
1.449645,0.000000
1.459574,0.000000
1.469504,0.000000
1.479433,0.000000
1.489362,0.000000
1.499291,0.000000
1.509220,0.000000
1.519149,0.000000
1.529078,0.000000
1.539007,0.000000
1.548936,0.000000
1.558865,0.000000
1.568794,0.000000
1.578723,0.000000
1.588652,0.000000
1.598582,0.000000
1.608511,0.000000
1.618440,0.000000
1.628369,0.000000
1.638298,0.000000
1.648227,0.000000
1.658156,0.000000
1.668085,0.000000
1.678014,0.000000
1.687943,0.000000
1.697872,0.000000
1.707801,0.000000
1.717730,0.000000
1.727660,0.000000
1.737589,0.000000
1.747518,0.000000
1.757447,0.000000
1.767376,0.000000
1.777305,0.000000
1.787234,0.000000
1.797163,0.000000
1.807092,0.000000
1.817021,0.000000
1.826950,0.000000
1.836879,0.000000
1.846809,0.000000
1.856738,0.000000
1.866667,0.000000
1.876596,0.000000
1.886525,0.000000
1.896454,0.000000
1.906383,0.000000
1.916312,0.000000
1.926241,0.000000
1.936170,0.000000
1.946099,0.000000
1.956028,0.000000
1.965957,0.000000
1.975887,0.000000
1.985816,0.000000
1.995745,0.000000
2.005674,0.000000
2.015603,0.000000
2.025532,0.000000
2.035461,0.000000
2.045390,0.000000
2.055319,0.000000
2.065248,0.000000
2.075177,0.000000
2.085106,0.000000
2.095035,0.000000
2.104965,0.000000
2.114894,0.000000
2.124823,0.000000
2.134752,0.000000
2.144681,0.000000
2.154610,0.000000
2.164539,0.000000
2.174468,0.000000
2.184397,0.000000
